startup_name,industry,sub_industry,city,investors,funding_round,funding_amount_usd,date,data_source,year,was_url
Udaan,HealthTech,Diagnostics,Noida,"Mirae Asset, Tiger Global",Debt,1904000.0,2025-05-07,2020_2025,2025.0,False
Healthanalytics,Logistics,Supply Chain,Mumbai,Lightspeed India,Series A,1303000.0,2020-01-17,2020_2025,2020.0,False
Oyo,Media,Streaming,Gurugram,"Bessemer Venture Partners, Tiger Global Management",Series A,3786000.0,2023-04-26,2020_2025,2023.0,False
Homemart,FoodTech,Cloud Kitchen,Gurugram,"IFC, Peak XV, Sequoia Capital India",Series A,3605000.0,2023-07-26,2020_2025,2023.0,False
Urbansolutions,Media,Content,Mumbai,"Mirae Asset, Tiger Global",Seed,95000.0,2021-05-02,2020_2025,2021.0,False
Smartcare,E-commerce,Quick Commerce,Gurugram,"Kedaara Capital, Y Combinator",Angel,18000.0,2022-11-30,2020_2025,2022.0,False
Workfit,Mobility,Ride Sharing,Chennai,Info Edge,Seed,217000.0,2023-03-08,2020_2025,2023.0,False
Logisense,Logistics,Supply Chain,Chennai,SoftBank Vision Fund,Series B,27576000.0,2024-02-15,2020_2025,2024.0,False
Skillflow,EdTech,K12,Ahmedabad,Info Edge,Seed,521000.0,2020-08-04,2020_2025,2020.0,False
Hyperlabs,Mobility,EV,Gurugram,IFC,Series A,1131000.0,2022-08-06,2020_2025,2022.0,False
Bounce,HealthTech,Pharmacy,Ahmedabad,Nexus Venture Partners,Pre-Seed,47000.0,2024-09-07,2020_2025,2024.0,False
Logimart,FoodTech,Grocery,Bengaluru,Sequoia Capital India,Series B,28352000.0,2021-06-16,2020_2025,2021.0,False
Coreconnect,Mobility,Micro Mobility,Noida,Bessemer Venture Partners,Seed,320000.0,2022-08-04,2020_2025,2022.0,False
Finsense,FinTech,Lending,Delhi,Prosus Ventures,Seed,1178000.0,2022-03-31,2020_2025,2022.0,False
Workfit,Logistics,Last Mile,Bengaluru,"Info Edge, LCatterton, Nexus Venture Partners",Debt,5995000.0,2021-02-08,2020_2025,2021.0,False
Freshbox,Consumer Electronics,Audio,Delhi,"Kalaari Capital, Prosus Ventures, Sequoia Capital India",Angel,8000.0,2022-06-06,2020_2025,2022.0,False
Nobroker,SaaS,DevTools,Delhi,Sequoia Capital India,Seed,65000.0,2022-07-02,2020_2025,2022.0,False
Homemart,Consumer Electronics,Wearables,Noida,Y Combinator,Series A,5696000.0,2020-06-28,2020_2025,2020.0,False
Quantumdrive,Retail,Fashion,Gurugram,"Bessemer Venture Partners, Tiger Global Management",Series B,5381000.0,2024-06-30,2020_2025,2024.0,False
Licious,Consumer Electronics,Smart Home,Kolkata,"Elevation Capital, SoftBank Vision Fund",Seed,434000.0,2023-03-04,2020_2025,2023.0,False
Growthflow,EdTech,Test Prep,Hyderabad,"Omidyar Network, Y Combinator",Seed,1604000.0,2022-08-24,2020_2025,2022.0,False
Pharmeasy,HealthTech,Telemedicine,Gurugram,"LCatterton, Zodius Capital",Series B,24655000.0,2021-06-29,2020_2025,2021.0,False
Nimbusmart,EdTech,Coding Bootcamp,Pune,Blume Ventures,Angel,16000.0,2024-09-27,2020_2025,2024.0,False
Foodloop,Media,Content,Ahmedabad,Peak XV,Pre-Seed,88000.0,2023-12-05,2020_2025,2023.0,False
Smartcare,EdTech,Coding Bootcamp,Noida,Accel,Seed,271000.0,2022-10-01,2020_2025,2022.0,False
Pharmeasy,AgriTech,Supply Chain,Bengaluru,LCatterton,Series A,4382000.0,2020-01-02,2020_2025,2020.0,False
Cloudpay,SaaS,DevTools,Pune,"Kedaara Capital, Nexus Venture Partners",Seed,1612000.0,2020-10-29,2020_2025,2020.0,False
Freshtohome,Enterprise,Automation,Pune,"Accel, Kalaari Capital, Peak XV",Bridge,208000.0,2022-02-04,2020_2025,2022.0,False
Oyo,SaaS,DevTools,Delhi,"Blume Ventures, Peak XV, Ribbit Capital",Series B,71839000.0,2022-06-13,2020_2025,2022.0,False
Licious,EdTech,K12,Chennai,Nexus Venture Partners,Seed,1411000.0,2023-11-11,2020_2025,2023.0,False
Rapido,Media,Streaming,Chennai,"Omidyar Network, Sequoia Capital India",Series D,78480000.0,2024-04-27,2020_2025,2024.0,False
Homeanalytics,E-commerce,Fashion,Delhi,Y Combinator,Seed,65000.0,2020-06-08,2020_2025,2020.0,False
Foodloop,E-commerce,D2C,Kolkata,Kedaara Capital,Pre-Seed,25000.0,2021-03-05,2020_2025,2021.0,False
Nextflow,E-commerce,Quick Commerce,Bengaluru,"IFC, Tiger Global Management",Pre-Series A,104000.0,2024-02-09,2020_2025,2024.0,False
Nimbuslabs,SaaS,MarTech,Mumbai,"Prosus Ventures, Ribbit Capital",Series C,25829000.0,2024-06-03,2020_2025,2024.0,False
Bharatpe,Consumer Electronics,Audio,Bengaluru,Peak XV,Seed,621000.0,2021-10-14,2020_2025,2021.0,False
Groww,SaaS,DevTools,Chennai,"Peak XV, Tiger Global Management",Seed,65000.0,2020-06-02,2020_2025,2020.0,False
Bluespace,AgriTech,Smart Farming,Bengaluru,Omidyar Network,Series A,2372000.0,2023-08-31,2020_2025,2023.0,False
Driveedge,E-commerce,D2C,Gurugram,"A91 Partners, Peak XV",Bridge,1129000.0,2022-04-18,2020_2025,2022.0,False
Healthanalytics,E-commerce,Quick Commerce,Chennai,"Nexus Venture Partners, Y Combinator",Series A,1065000.0,2024-09-16,2020_2025,2024.0,False
Driveloop,Enterprise,Automation,Ahmedabad,Lightspeed India,Series A,9076000.0,2020-07-17,2020_2025,2020.0,False
Cars24,E-commerce,Fashion,Mumbai,"Mirae Asset, Prosus Ventures",Seed,141000.0,2022-03-25,2020_2025,2022.0,False
Bounce,RealEstate,Rental Tech,Chennai,"Info Edge, Y Combinator",Seed,77000.0,2024-12-18,2020_2025,2024.0,False
Curefit,Consumer Electronics,Wearables,Hyderabad,"Tiger Global, Ventures India",Seed,653000.0,2021-07-04,2020_2025,2021.0,False
Wakefit,E-commerce,D2C,Noida,"Lightspeed India, Tiger Global",Pre-Series A,426000.0,2024-03-29,2020_2025,2024.0,False
Urbandrive,FoodTech,Grocery,Kolkata,"Elevation Capital, Kalaari Capital",Series A,10764000.0,2021-04-27,2020_2025,2021.0,False
Greenmart,Mobility,Micro Mobility,Ahmedabad,"Blume Ventures, Tiger Global Management",Seed,753000.0,2025-04-28,2020_2025,2025.0,False
Meesho,Retail,E-Retail,Delhi,"Info Edge, Ribbit Capital, Tiger Global Management",Pre-Seed,127000.0,2020-06-09,2020_2025,2020.0,False
Swiggy,SaaS,B2B SaaS,Mumbai,"Elevation Capital, SoftBank Vision Fund",Pre-Series A,191000.0,2022-03-24,2020_2025,2022.0,False
Logirise,FinTech,NeoBank,Ahmedabad,Kalaari Capital,Series A,1617000.0,2022-05-09,2020_2025,2022.0,False
Greenconnect,AgriTech,Supply Chain,Mumbai,IFC,Series A,7635000.0,2020-07-25,2020_2025,2020.0,False
Foodsolutions,Logistics,Supply Chain,Kolkata,Blume Ventures,Series A,8890000.0,2022-08-26,2020_2025,2022.0,False
Coreconnect,AgriTech,Marketplace,Chennai,Prosus Ventures,Pre-Seed,196000.0,2024-12-26,2020_2025,2024.0,False
Postman,Media,Content,Hyderabad,Zodius Capital,Angel,17000.0,2020-02-11,2020_2025,2020.0,False
Oyo,Logistics,Supply Chain,Kolkata,Tiger Global Management,Series D,117757000.0,2023-11-03,2020_2025,2023.0,False
Homefoods,Media,Content,Pune,"Blume Ventures, Ribbit Capital",Seed,877000.0,2022-05-03,2020_2025,2022.0,False
Meesho,Enterprise,Security,Kolkata,Zodius Capital,Series C,50332000.0,2024-11-11,2020_2025,2024.0,False
Nextsense_395,Media,Streaming,Chennai,"IFC, Sequoia Capital India",Seed,1549000.0,2024-10-09,2020_2025,2024.0,False
Cloudlabs,EdTech,Test Prep,Gurugram,Kedaara Capital,Pre-Seed,144000.0,2020-04-13,2020_2025,2020.0,False
Skillsolutions,Consumer Electronics,Smart Home,Chennai,"Omidyar Network, Sequoia Capital India, Y Combinator",Series B,16426000.0,2020-09-10,2020_2025,2020.0,False
Edutech,Consumer Electronics,Smart Home,Noida,Ventures India,Seed,798000.0,2020-11-30,2020_2025,2020.0,False
Bounce,Logistics,Last Mile,Chennai,"Bessemer Venture Partners, Lightspeed India",Pre-Seed,114000.0,2024-10-14,2020_2025,2024.0,False
Homeanalytics,RealEstate,PropTech,Hyderabad,IFC,Series B,6655000.0,2022-11-17,2020_2025,2022.0,False
Medispace,HealthTech,Diagnostics,Ahmedabad,Omidyar Network,Series C,230417000.0,2021-04-03,2020_2025,2021.0,False
Bigbasket,Media,Streaming,Hyderabad,Info Edge,Pre-Series A,320000.0,2022-02-10,2020_2025,2022.0,False
Greenedge,RealEstate,Rental Tech,Ahmedabad,Falcon Edge,Pre-Series A,671000.0,2020-07-28,2020_2025,2020.0,False
Nimbusworks,AgriTech,Marketplace,Hyderabad,"Tiger Global, Tiger Global Management",Seed,163000.0,2020-08-09,2020_2025,2020.0,False
Neosense,Logistics,Fleet Management,Hyderabad,LCatterton,Seed,1360000.0,2022-11-25,2020_2025,2022.0,False
Coreconnect,RealEstate,PropTech,Bengaluru,LCatterton,Series B,14710000.0,2021-08-28,2020_2025,2021.0,False
Coreconnect,FinTech,NeoBank,Ahmedabad,"Kedaara Capital, Prosus Ventures, Ribbit Capital",Series C,20596000.0,2021-12-03,2020_2025,2021.0,False
Farmbox,RealEstate,Home Services,Noida,"Accel, Blume Ventures, IFC",Seed,1411000.0,2020-12-14,2020_2025,2020.0,False
Freshsolutions,Media,Streaming,Delhi,Prosus Ventures,Bridge,70000.0,2025-01-16,2020_2025,2025.0,False
Homeanalytics,Media,Content,Chennai,Matrix Partners India,Series C,47487000.0,2021-11-09,2020_2025,2021.0,False
Urban Company,Consumer Electronics,Audio,Kolkata,"Omidyar Network, Ribbit Capital",Seed,1664000.0,2023-07-23,2020_2025,2023.0,False
Corespace,Mobility,Ride Sharing,Chennai,IFC,Series A,13122000.0,2022-04-26,2020_2025,2022.0,False
Workpay,EdTech,UpSkilling,Chennai,"IFC, Nexus Venture Partners",Debt,3529000.0,2025-01-02,2020_2025,2025.0,False
Bluetech,Consumer Electronics,Wearables,Delhi,Info Edge,Seed,514000.0,2020-04-28,2020_2025,2020.0,False
Farmtech,HealthTech,Diagnostics,Kolkata,Nexus Venture Partners,Series C,67366000.0,2024-05-15,2020_2025,2024.0,False
Driveedge,FoodTech,Food Delivery,Kolkata,"Lightspeed India, Y Combinator",Pre-Series A,196000.0,2020-03-18,2020_2025,2020.0,False
Urbanstack,Retail,Fashion,Gurugram,"IFC, Lightspeed India, Ventures India",Pre-Seed,43000.0,2020-01-09,2020_2025,2020.0,False
Freshtech,FoodTech,Grocery,Ahmedabad,Elevation Capital,Seed,598000.0,2020-05-13,2020_2025,2020.0,False
Cars24,Consumer Electronics,Smart Home,Noida,"LCatterton, Tiger Global Management",Series A,7671000.0,2021-11-22,2020_2025,2021.0,False
Datahive,Consumer Electronics,Wearables,Gurugram,"Lightspeed India, Sequoia Capital India",Seed,927000.0,2025-01-31,2020_2025,2025.0,False
Logisense,FinTech,NeoBank,Noida,"IFC, Ribbit Capital, Sequoia Capital India",Seed,920000.0,2022-01-20,2020_2025,2022.0,False
Cloudsolutions,AgriTech,Supply Chain,Ahmedabad,Ribbit Capital,Debt,176000.0,2023-09-17,2020_2025,2023.0,False
Dataanalytics_423,E-commerce,Fashion,Kolkata,Mirae Asset,Pre-Series A,312000.0,2023-01-25,2020_2025,2023.0,False
Hyperloop,RealEstate,Rental Tech,Bengaluru,Prosus Ventures,Seed,62000.0,2023-09-17,2020_2025,2023.0,False
Skillflow,Media,Social,Chennai,"Kedaara Capital, Nexus Venture Partners",Series D,177214000.0,2020-08-02,2020_2025,2020.0,False
Porter,Retail,E-Retail,Kolkata,Zodius Capital,Seed,255000.0,2021-02-13,2020_2025,2021.0,False
Cloudpay,FoodTech,Food Delivery,Delhi,Prosus Ventures,Pre-Seed,154000.0,2022-10-13,2020_2025,2022.0,False
Agrihive,FinTech,Payments,Mumbai,"Nexus Venture Partners, Prosus Ventures",Angel,14000.0,2024-09-06,2020_2025,2024.0,False
Bounce,Retail,Fashion,Mumbai,Ribbit Capital,Series B,6917000.0,2020-07-26,2020_2025,2020.0,False
Autoflow,Logistics,Supply Chain,Kolkata,IFC,Seed,85000.0,2024-07-23,2020_2025,2024.0,False
Cars24,SaaS,HRTech,Chennai,Sequoia Capital India,Series B,41297000.0,2020-07-13,2020_2025,2020.0,False
Finsense,HealthTech,Pharmacy,Pune,"Matrix Partners India, Ventures India",Angel,32000.0,2025-05-10,2020_2025,2025.0,False
Nimbusworks,HealthTech,Telemedicine,Chennai,Zodius Capital,Pre-Series A,126000.0,2022-07-23,2020_2025,2022.0,False
Growthcare,RealEstate,PropTech,Mumbai,Tiger Global Management,Seed,68000.0,2024-01-27,2020_2025,2024.0,False
Nextsense,AgriTech,Smart Farming,Ahmedabad,Y Combinator,Series B,34916000.0,2021-01-06,2020_2025,2021.0,False
Cleartax,Enterprise,Automation,Delhi,LCatterton,Series A,1218000.0,2022-09-26,2020_2025,2022.0,False
Dailyhunt,FinTech,Payments,Hyderabad,"Falcon Edge, IFC, Ventures India",Series B,48819000.0,2020-01-26,2020_2025,2020.0,False
Zepto,RealEstate,Home Services,Noida,"Accel, Prosus Ventures",Series A,6770000.0,2023-12-05,2020_2025,2023.0,False
Logimart,RealEstate,Rental Tech,Chennai,"LCatterton, Omidyar Network",Seed,67000.0,2024-08-19,2020_2025,2024.0,False
Medispace,HealthTech,Health Analytics,Kolkata,SoftBank Vision Fund,Growth,62547000.0,2020-06-02,2020_2025,2020.0,False
Quantumsolutions_441,EdTech,Coding Bootcamp,Chennai,"A91 Partners, Info Edge",Series C,289340000.0,2020-06-10,2020_2025,2020.0,False
Unacademy,Enterprise,Security,Kolkata,"Accel, Kalaari Capital, Ribbit Capital",Seed,199000.0,2022-10-15,2020_2025,2022.0,False
Rapido,Enterprise,Analytics,Ahmedabad,LCatterton,Bridge,196000.0,2023-07-29,2020_2025,2023.0,False
Coreflow,Consumer Electronics,Wearables,Pune,Zodius Capital,Series C,180699000.0,2024-07-30,2020_2025,2024.0,False
Freshbox,AgriTech,Marketplace,Kolkata,"Accel, Info Edge, Prosus Ventures",Series B,69115000.0,2022-01-14,2020_2025,2022.0,False
Rapido,SaaS,HRTech,Hyderabad,"Accel, LCatterton, Mirae Asset",Series A,14442000.0,2022-02-04,2020_2025,2022.0,False
Freshworks,E-commerce,D2C,Ahmedabad,"Lightspeed India, Zodius Capital",Seed,805000.0,2020-09-04,2020_2025,2020.0,False
Finfoods,E-commerce,Fashion,Bengaluru,"Bessemer Venture Partners, Info Edge, Omidyar Network",Angel,15000.0,2024-09-11,2020_2025,2024.0,False
Cleardekho,HealthTech,Health Analytics,Bengaluru,"Peak XV, Zodius Capital",Series A,1254000.0,2020-04-09,2020_2025,2020.0,False
Agrihive,Retail,E-Retail,Ahmedabad,Accel,Seed,879000.0,2024-07-27,2020_2025,2024.0,False
Agrisense,FoodTech,Food Delivery,Ahmedabad,Elevation Capital,Angel,27000.0,2024-04-10,2020_2025,2024.0,False
Datahive,Consumer Electronics,Audio,Delhi,"A91 Partners, Falcon Edge, Zodius Capital",Pre-Series A,266000.0,2023-12-04,2020_2025,2023.0,False
Hyperlabs,Mobility,Micro Mobility,Gurugram,"Elevation Capital, Prosus Ventures, SoftBank Vision Fund",Seed,1416000.0,2023-07-02,2020_2025,2023.0,False
Edutech,Media,Streaming,Pune,A91 Partners,Series B,6806000.0,2024-04-07,2020_2025,2024.0,False
Skillrise,Enterprise,Automation,Hyderabad,Falcon Edge,Growth,183477000.0,2022-05-15,2020_2025,2022.0,False
Growthflow,FinTech,Payments,Gurugram,Tiger Global Management,Seed,52000.0,2024-05-27,2020_2025,2024.0,False
Autostack,FinTech,WealthTech,Gurugram,Zodius Capital,Series C,71157000.0,2020-03-07,2020_2025,2020.0,False
Zomato,AgriTech,Marketplace,Noida,"A91 Partners, Bessemer Venture Partners, Matrix Partners India",Growth,58010000.0,2024-02-29,2020_2025,2024.0,False
Smarttech,FinTech,InsurTech,Chennai,"A91 Partners, Sequoia Capital India, SoftBank Vision Fund",Pre-Series A,131000.0,2024-06-02,2020_2025,2024.0,False
Autostack,Enterprise,Security,Gurugram,"A91 Partners, Ribbit Capital, Ventures India",Angel,7000.0,2023-12-14,2020_2025,2023.0,False
Bluerise,EdTech,UpSkilling,Kolkata,Blume Ventures,Seed,548000.0,2023-10-30,2020_2025,2023.0,False
Nobroker,Media,Streaming,Mumbai,A91 Partners,Pre-Series A,557000.0,2022-05-27,2020_2025,2022.0,False
Logisense,Enterprise,Security,Bengaluru,Tiger Global,Seed,430000.0,2023-12-24,2020_2025,2023.0,False
Agrisense,Retail,Fashion,Ahmedabad,"A91 Partners, Bessemer Venture Partners",Series D,458292000.0,2021-09-08,2020_2025,2021.0,False
Groww,Retail,Fashion,Pune,Falcon Edge,Series A,2760000.0,2025-05-13,2020_2025,2025.0,False
Cleardekho,HealthTech,Health Analytics,Noida,Lightspeed India,Series A,2168000.0,2020-07-07,2020_2025,2020.0,False
Meesho,RealEstate,Home Services,Pune,"Falcon Edge, Tiger Global Management",Pre-Series A,739000.0,2021-03-23,2020_2025,2021.0,False
Medispace,SaaS,MarTech,Gurugram,"Matrix Partners India, Tiger Global",Angel,10000.0,2023-06-10,2020_2025,2023.0,False
Agrisense,Retail,E-Retail,Chennai,Sequoia Capital India,Seed,1746000.0,2024-01-22,2020_2025,2024.0,False
Nimbusworks,Mobility,EV,Kolkata,"Falcon Edge, Lightspeed India, Peak XV",Pre-Seed,21000.0,2025-01-13,2020_2025,2025.0,False
Dream11,Retail,Fashion,Noida,Prosus Ventures,Pre-Seed,187000.0,2020-05-14,2020_2025,2020.0,False
Meesho,Enterprise,Automation,Chennai,"IFC, Zodius Capital",Series D,55224000.0,2021-02-25,2020_2025,2021.0,False
Driveedge,E-commerce,Marketplace,Bengaluru,Accel,Series A,11170000.0,2021-11-10,2020_2025,2021.0,False
Udaan,HealthTech,Pharmacy,Noida,LCatterton,Seed,350000.0,2024-08-09,2020_2025,2024.0,False
Freshworks,FoodTech,Food Delivery,Chennai,"Falcon Edge, Prosus Ventures",Series A,14717000.0,2020-02-04,2020_2025,2020.0,False
Byju'S,Retail,Fashion,Ahmedabad,Y Combinator,Pre-Seed,24000.0,2024-10-03,2020_2025,2024.0,False
Aeroanalytics,Retail,Fashion,Hyderabad,"Y Combinator, Zodius Capital",Series A,4481000.0,2021-07-30,2020_2025,2021.0,False
Cleartax,Consumer Electronics,Audio,Noida,"Bessemer Venture Partners, IFC",Seed,1786000.0,2024-03-09,2020_2025,2024.0,False
Urban Company,RealEstate,PropTech,Hyderabad,"Peak XV, Ribbit Capital, Sequoia Capital India",Series B,21323000.0,2025-02-15,2020_2025,2025.0,False
Smartcare,FinTech,NeoBank,Ahmedabad,Elevation Capital,Pre-Series A,426000.0,2023-01-26,2020_2025,2023.0,False
Foodsolutions,RealEstate,Rental Tech,Delhi,"Lightspeed India, Zodius Capital",Seed,651000.0,2021-03-28,2020_2025,2021.0,False
Bluetech,AgriTech,Supply Chain,Noida,Elevation Capital,Series A,3424000.0,2023-01-30,2020_2025,2023.0,False
Cred,Logistics,Last Mile,Gurugram,Y Combinator,Series B,28486000.0,2022-09-24,2020_2025,2022.0,False
Finspace,AgriTech,Supply Chain,Gurugram,Ribbit Capital,Seed,432000.0,2022-07-11,2020_2025,2022.0,False
Bigbasket,Media,Streaming,Delhi,Peak XV,Series A,11477000.0,2022-01-16,2020_2025,2022.0,False
Lenskart,FinTech,WealthTech,Gurugram,"Elevation Capital, Ribbit Capital, Y Combinator",Series C,22619000.0,2023-12-29,2020_2025,2023.0,False
Freshbox,Consumer Electronics,Wearables,Pune,"Accel, Ribbit Capital",Series C,42802000.0,2022-09-24,2020_2025,2022.0,False
Healthrise,Enterprise,Analytics,Noida,"Sequoia Capital India, Tiger Global",Seed,1666000.0,2024-02-11,2020_2025,2024.0,False
Cleardekho,RealEstate,PropTech,Ahmedabad,"Lightspeed India, Sequoia Capital India",Series A,11144000.0,2024-04-24,2020_2025,2024.0,False
Swiggy,Mobility,Micro Mobility,Kolkata,Kalaari Capital,Series B,17686000.0,2020-10-31,2020_2025,2020.0,False
Cars24,HealthTech,Health Analytics,Noida,Falcon Edge,Series A,5362000.0,2022-03-23,2020_2025,2022.0,False
Mediworks,Retail,Fashion,Delhi,"A91 Partners, Blume Ventures",Series C,42389000.0,2020-10-14,2020_2025,2020.0,False
Greenconnect,Consumer Electronics,Wearables,Bengaluru,Tiger Global,Seed,100000.0,2022-09-25,2020_2025,2022.0,False
Nykaa,EdTech,Test Prep,Gurugram,Kalaari Capital,Series A,3510000.0,2024-06-08,2020_2025,2024.0,False
Autoflow,FinTech,WealthTech,Mumbai,"Matrix Partners India, Zodius Capital",Series B,13318000.0,2022-12-03,2020_2025,2022.0,False
Nobroker,FoodTech,Grocery,Chennai,Falcon Edge,Pre-Series A,383000.0,2023-08-31,2020_2025,2023.0,False
Urbansolutions,EdTech,Coding Bootcamp,Pune,"Bessemer Venture Partners, LCatterton",Series C,24686000.0,2021-12-07,2020_2025,2021.0,False
Medihive,HealthTech,Health Analytics,Delhi,"Blume Ventures, Elevation Capital, Nexus Venture Partners",Seed,1820000.0,2022-11-19,2020_2025,2022.0,False
Housejoy,RealEstate,PropTech,Chennai,Mirae Asset,Series C,289004000.0,2024-01-15,2020_2025,2024.0,False
Growthcare,AgriTech,Supply Chain,Chennai,A91 Partners,Pre-Seed,100000.0,2020-03-29,2020_2025,2020.0,False
Bharatpe,HealthTech,Telemedicine,Ahmedabad,LCatterton,Seed,361000.0,2020-12-06,2020_2025,2020.0,False
Coreconnect,AgriTech,Marketplace,Bengaluru,"Lightspeed India, Peak XV, Zodius Capital",Growth,113169000.0,2024-01-30,2020_2025,2024.0,False
Corespace,HealthTech,Diagnostics,Chennai,"Blume Ventures, Zodius Capital",Series A,9059000.0,2024-06-15,2020_2025,2024.0,False
Curefit,HealthTech,Pharmacy,Kolkata,Y Combinator,Series A,6387000.0,2020-05-20,2020_2025,2020.0,False
Logisense,EdTech,Coding Bootcamp,Delhi,"LCatterton, Omidyar Network",Series A,1553000.0,2020-12-29,2020_2025,2020.0,False
Aeroanalytics,E-commerce,Fashion,Delhi,LCatterton,Angel,77000.0,2023-01-09,2020_2025,2023.0,False
Paytm,Mobility,EV,Pune,"Info Edge, Peak XV",Growth,438231000.0,2023-11-29,2020_2025,2023.0,False
Agrihive,FoodTech,Food Delivery,Ahmedabad,"A91 Partners, Info Edge, Matrix Partners India",Series C,261867000.0,2025-02-02,2020_2025,2025.0,False
Pharmeasy,Enterprise,Analytics,Hyderabad,"Matrix Partners India, Sequoia Capital India",Series A,7137000.0,2023-01-18,2020_2025,2023.0,False
Medihive,E-commerce,Grocery,Bengaluru,"Accel, Bessemer Venture Partners, Kalaari Capital",Pre-Series A,411000.0,2021-02-24,2020_2025,2021.0,False
Driveloop,Logistics,Supply Chain,Noida,"Elevation Capital, Prosus Ventures",Pre-Series A,262000.0,2022-01-18,2020_2025,2022.0,False
Coreflow,Retail,Fashion,Kolkata,"Mirae Asset, Tiger Global Management",Seed,1560000.0,2023-02-19,2020_2025,2023.0,False
Foodsolutions,FoodTech,Grocery,Delhi,Ventures India,Series D,367311000.0,2023-09-12,2020_2025,2023.0,False
Edumart,HealthTech,Telemedicine,Gurugram,Bessemer Venture Partners,Series A,1130000.0,2024-05-28,2020_2025,2024.0,False
